temp,time_point,rep,clone,infect
28,3,3,9,1
28,3,3,8,-
28,3,3,7,0
28,3,3,6,-
28,3,3,5,1
28,3,3,4,0
28,3,3,3,-
28,3,3,2,1
28,3,3,1,0
28,3,4,12,1
28,3,4,11,0
28,3,4,10,1
28,3,4,9,0
28,3,4,8,1
28,3,4,7,1
28,3,4,6,1
28,3,4,5,0
28,3,4,4,1
28,3,4,3,0
28,3,4,2,1
28,3,4,1,0
28,3,5,12,0
28,3,5,11,1
28,3,5,10,0
28,3,5,9,-
28,3,5,8,-
28,3,5,7,1
28,3,5,6,-
28,3,5,5,0
28,3,5,4,-
28,3,5,3,-
28,3,5,2,-
28,3,5,1,1
28,3,6,12,1
28,3,6,11,1
28,3,6,10,1
28,3,6,9,0
28,3,6,8,1
28,3,6,7,1
28,3,6,6,-
28,3,6,5,0
28,3,6,4,-
28,3,6,3,-
28,3,6,2,-
28,3,6,1,1
30,3,1,12,1
30,3,1,11,0
30,3,1,10,1
30,3,1,9,1
30,3,1,8,1
30,3,1,7,1
30,3,1,6,1
30,3,1,5,1
30,3,1,4,1
30,3,1,3,1
30,3,1,2,1
30,3,1,1,1
30,3,2,12,0
30,3,2,11,-
30,3,2,10,1
30,3,2,9,1
30,3,2,8,1
30,3,2,7,1
30,3,2,6,-
30,3,2,5,1
30,3,2,4,1
30,3,2,3,1
30,3,2,2,1
30,3,2,1,1
30,3,3,12,1
30,3,3,11,1
30,3,3,10,-
30,3,3,9,-
30,3,3,8,1
30,3,3,7,-
30,3,3,6,1
30,3,3,5,-
30,3,3,4,-
30,3,3,3,1
30,3,3,2,1
30,3,3,1,1
30,3,4,12,0
30,3,4,11,1
30,3,4,10,1
30,3,4,9,1
30,3,4,8,1
30,3,4,7,-
30,3,4,6,1
30,3,4,5,1
30,3,4,4,1
30,3,4,3,1
30,3,4,2,1
30,3,4,1,1
30,3,5,12,0
30,3,5,11,1
30,3,5,10,1
30,3,5,9,1
30,3,5,8,0
30,3,5,7,1
30,3,5,6,-
30,3,5,5,1
30,3,5,4,1
30,3,5,3,1
30,3,5,2,1
30,3,5,1,1
30,3,6,12,-
30,3,6,11,-
30,3,6,10,-
30,3,6,9,-
30,3,6,8,-
30,3,6,7,-
30,3,6,6,-
30,3,6,5,-
30,3,6,4,-
30,3,6,3,-
30,3,6,2,-
30,3,6,1,-
33,3,1,12,1
33,3,1,11,1
33,3,1,10,1
33,3,1,9,1
33,3,1,8,1
33,3,1,7,1
33,3,1,6,1
33,3,1,5,1
33,3,1,4,1
33,3,1,3,1
33,3,1,2,1
33,3,1,1,1
33,3,2,12,1
33,3,2,11,1
33,3,2,10,1
33,3,2,9,1
33,3,2,8,1
33,3,2,7,1
33,3,2,6,1
33,3,2,5,1
33,3,2,4,1
33,3,2,3,1
33,3,2,2,1
33,3,2,1,1
33,3,3,12,1
33,3,3,11,1
33,3,3,10,1
33,3,3,9,1
33,3,3,8,1
33,3,3,7,1
33,3,3,6,1
33,3,3,5,1
33,3,3,4,1
33,3,3,3,1
33,3,3,2,1
33,3,3,1,1
33,3,4,12,1
33,3,4,11,1
33,3,4,10,1
33,3,4,9,1
33,3,4,8,1
33,3,4,7,1
33,3,4,6,1
33,3,4,5,1
33,3,4,4,1
33,3,4,3,1
33,3,4,2,1
33,3,4,1,1
33,3,5,12,1
33,3,5,11,1
33,3,5,10,1
33,3,5,9,1
33,3,5,8,1
33,3,5,7,1
33,3,5,6,1
33,3,5,5,1
33,3,5,4,1
33,3,5,3,1
33,3,5,2,1
33,3,5,1,1
33,3,6,12,1
33,3,6,11,1
33,3,6,10,1
33,3,6,9,1
33,3,6,8,1
33,3,6,7,1
33,3,6,6,1
33,3,6,5,1
33,3,6,4,1
33,3,6,3,1
33,3,6,2,1
33,3,6,1,1
35,3,1,12,1
35,3,1,11,1
35,3,1,10,1
35,3,1,9,1
35,3,1,8,1
35,3,1,7,1
35,3,1,6,1
35,3,1,5,1
35,3,1,4,1
35,3,1,3,1
35,3,1,2,1
35,3,1,1,1
35,3,2,12,1
35,3,2,11,1
35,3,2,10,1
35,3,2,9,1
35,3,2,8,1
35,3,2,7,1
35,3,2,6,1
35,3,2,5,1
35,3,2,4,1
35,3,2,3,1
35,3,2,2,1
35,3,2,1,1
35,3,3,12,1
35,3,3,11,1
35,3,3,10,1
35,3,3,9,1
35,3,3,8,1
35,3,3,7,1
35,3,3,6,1
35,3,3,5,1
35,3,3,4,1
35,3,3,3,1
35,3,3,2,1
35,3,3,1,1
35,3,4,12,1
35,3,4,11,1
35,3,4,10,1
35,3,4,9,1
35,3,4,8,1
35,3,4,7,1
35,3,4,6,1
35,3,4,5,1
35,3,4,4,-
35,3,4,3,1
35,3,4,2,1
35,3,4,1,1
35,3,5,12,1
35,3,5,11,1
35,3,5,10,1
35,3,5,9,1
35,3,5,8,1
35,3,5,7,1
35,3,5,6,1
35,3,5,5,1
35,3,5,4,1
35,3,5,3,1
35,3,5,2,1
35,3,5,1,1
35,3,6,12,1
35,3,6,11,1
35,3,6,10,1
35,3,6,9,1
35,3,6,8,1
35,3,6,7,1
35,3,6,6,1
35,3,6,5,1
35,3,6,4,1
35,3,6,3,1
35,3,6,2,1
35,3,6,1,1
37,3,1,12,-
37,3,1,11,-
37,3,1,10,-
37,3,1,9,-
37,3,1,8,-
37,3,1,7,-
37,3,1,6,-
37,3,1,5,-
37,3,1,4,-
37,3,1,3,-
37,3,1,2,-
37,3,1,1,-
37,3,2,12,-
37,3,2,11,-
37,3,2,10,-
37,3,2,9,-
37,3,2,8,-
37,3,2,7,-
37,3,2,6,-
37,3,2,5,-
37,3,2,4,-
37,3,2,3,-
37,3,2,2,-
37,3,2,1,-
37,3,3,12,-
37,3,3,11,-
37,3,3,10,-
37,3,3,9,-
37,3,3,8,-
37,3,3,7,-
37,3,3,6,-
37,3,3,5,-
37,3,3,4,-
37,3,3,3,-
37,3,3,2,-
37,3,3,1,-
37,3,4,12,-
37,3,4,11,-
37,3,4,10,-
37,3,4,9,-
37,3,4,8,-
37,3,4,7,-
37,3,4,6,-
37,3,4,5,-
37,3,4,4,-
37,3,4,3,-
37,3,4,2,-
37,3,4,1,-
37,3,5,12,-
37,3,5,11,-
37,3,5,10,-
37,3,5,9,-
37,3,5,8,-
37,3,5,7,-
37,3,5,6,-
37,3,5,5,-
37,3,5,4,-
37,3,5,3,-
37,3,5,2,-
37,3,5,1,-
37,3,6,12,-
37,3,6,11,-
37,3,6,10,-
37,3,6,9,-
37,3,6,8,-
37,3,6,7,-
37,3,6,6,-
37,3,6,5,-
37,3,6,4,-
37,3,6,3,-
37,3,6,2,-
37,3,6,1,-
inoc,0,1,12,1
inoc,0,1,11,1
inoc,0,1,10,1
inoc,0,1,9,1
inoc,0,1,8,1
inoc,0,1,7,1
inoc,0,1,6,1
inoc,0,1,5,1
inoc,0,1,4,1
inoc,0,1,3,1
inoc,0,1,2,1
inoc,0,1,1,1
